description,type,name,region_s,year,price
APPLES -COOKING-PER LB,Food,Apples,London,1988,.36000001
APPLES -COOKING-PER LB,Food,Apples,South East,1988,.38999999
APPLES -COOKING-PER LB,Food,Apples,South West,1988,.38
APPLES -COOKING-PER LB,Food,Apples,East Anglia,1988,.34
APPLES -COOKING-PER LB,Food,Apples,East Midlands,1988,.37
APPLES -COOKING-PER LB,Food,Apples,West Midlands,1988,.38999999
APPLES -COOKING-PER LB,Food,Apples,Yorkshire & Humber,1988,.36000001
APPLES -COOKING-PER LB,Food,Apples,North West,1988,.38999999
APPLES -COOKING-PER LB,Food,Apples,North,1988,.36000001
APPLES -COOKING-PER LB,Food,Apples,Wales,1988,.41999999
APPLES -COOKING-PER LB,Food,Apples,Scotland,1988,.36000001
APPLES -COOKING-PER LB,Food,Apples,Northern Ireland,1988,.26499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,1988,.98000002
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,1988,.98000002
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,1988,.92000002
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,1988,.92000002
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,1988,.88
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,1988,.82999998
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,1988,.83999997
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,1988,.81999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,1988,.86000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,1988,.82999998
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,1988,.92000002
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,1988,1
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,London,1988,6.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,South East,1988,6.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,South West,1988,6.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,East Anglia,1988,7.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,East Midlands,1988,6.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,West Midlands,1988,6.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,Yorkshire & Humber,1988,7.5
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,North West,1988,7.9499998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,North,1988,6.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,Wales,1988,7.5
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,Scotland,1988,6.9899998
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,Northern Ireland,1988,7.8499999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,1988,11.32
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,1988,11.77
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,1988,11.719999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,1988,8.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,1988,8.9499998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,1988,11.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,1988,8.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,1988,8.6499996
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,1988,8.1899996
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,1988,8.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,1988,11.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,1988,10.89
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,London,1988,.25
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,South East,1988,.25
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,South West,1988,.25
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,East Anglia,1988,.2
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,East Midlands,1988,.22
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,West Midlands,1988,.23999999
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,Yorkshire & Humber,1988,.25
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,North West,1988,.19499999
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,North,1988,.2
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,Wales,1988,.215
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,Scotland,1988,.22
FRESH VEG-CABBAGE -WHOLE-PER L,Vegetables,Cabbage,Northern Ireland,1988,.25
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,London,1988,.22
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,South East,1988,.22
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,South West,1988,.22
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,East Anglia,1988,.22
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,East Midlands,1988,.22
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,West Midlands,1988,.19
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,Yorkshire & Humber,1988,.2
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,North West,1988,.19
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,North,1988,.17
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,Wales,1988,.23999999
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,Scotland,1988,.22
FRESH VEG-CARROTS-PER LB,Vegetables,Carrots,Northern Ireland,1988,.28999999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,London,1988,3.2848837
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,South East,1988,3.0644217
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,South West,1988,3.086468
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,East Anglia,1988,3.2628376
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,East Midlands,1988,2.9982831
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,West Midlands,1988,2.9431677
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,Yorkshire & Humber,1988,2.9321446
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,North West,1988,2.9982831
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,North,1988,2.8439598
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,Wales,1988,3.1305604
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,Scotland,1988,3.3069301
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,Northern Ireland,1988,2.9762371
5 CIGARS: SPECIFY BRAND,Presents,Cigars,London,1988,1.17
5 CIGARS: SPECIFY BRAND,Presents,Cigars,South East,1988,1.24
5 CIGARS: SPECIFY BRAND,Presents,Cigars,South West,1988,1.11
5 CIGARS: SPECIFY BRAND,Presents,Cigars,East Anglia,1988,1.17
5 CIGARS: SPECIFY BRAND,Presents,Cigars,East Midlands,1988,1.24
5 CIGARS: SPECIFY BRAND,Presents,Cigars,West Midlands,1988,1.09
5 CIGARS: SPECIFY BRAND,Presents,Cigars,Yorkshire & Humber,1988,1.23
5 CIGARS: SPECIFY BRAND,Presents,Cigars,North West,1988,1.23
5 CIGARS: SPECIFY BRAND,Presents,Cigars,North,1988,1.23
5 CIGARS: SPECIFY BRAND,Presents,Cigars,Wales,1988,1.235
5 CIGARS: SPECIFY BRAND,Presents,Cigars,Scotland,1988,1.13
5 CIGARS: SPECIFY BRAND,Presents,Cigars,Northern Ireland,1988,1.24
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,London,1988,6.25
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,South East,1988,6.3499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,South West,1988,6.3000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,East Anglia,1988,6.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,East Midlands,1988,5.5999999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,West Midlands,1988,5.9000001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,Yorkshire & Humber,1988,5.1300001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,North West,1988,5.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,North,1988,4.9499998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,Wales,1988,5.8000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,Scotland,1988,5.5500002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,Northern Ireland,1988,6.6599998
CREAM CRACKERS PACK 200G-300G,Food,Crackers,London,1988,.23999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,South East,1988,.23
CREAM CRACKERS PACK 200G-300G,Food,Crackers,South West,1988,.23
CREAM CRACKERS PACK 200G-300G,Food,Crackers,East Anglia,1988,.23
CREAM CRACKERS PACK 200G-300G,Food,Crackers,East Midlands,1988,.23
CREAM CRACKERS PACK 200G-300G,Food,Crackers,West Midlands,1988,.23
CREAM CRACKERS PACK 200G-300G,Food,Crackers,Yorkshire & Humber,1988,.23
CREAM CRACKERS PACK 200G-300G,Food,Crackers,North West,1988,.23
CREAM CRACKERS PACK 200G-300G,Food,Crackers,North,1988,.23
CREAM CRACKERS PACK 200G-300G,Food,Crackers,Wales,1988,.23
CREAM CRACKERS PACK 200G-300G,Food,Crackers,Scotland,1988,.22
CREAM CRACKERS PACK 200G-300G,Food,Crackers,Northern Ireland,1988,.25
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,London,1988,12.95
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,South East,1988,10.5
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,South West,1988,9.9799995
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,East Anglia,1988,8.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,East Midlands,1988,5.4899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,West Midlands,1988,11.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,Yorkshire & Humber,1988,6.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,North West,1988,10.95
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,North,1988,12.469999
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,Wales,1988,4.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,Scotland,1988,7.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,Northern Ireland,1988,7.9899998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,London,1988,19.970001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,South East,1988,27
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,South West,1988,22.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,East Anglia,1988,34.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,East Midlands,1988,20
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,West Midlands,1988,22.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,Yorkshire & Humber,1988,25
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,North West,1988,27.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,North,1988,34.950001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,Wales,1988,20
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,Scotland,1988,22.9
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,Northern Ireland,1988,11.5
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,London,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,South East,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,South West,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,East Anglia,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,East Midlands,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,West Midlands,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,Yorkshire & Humber,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,North West,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,North,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,Wales,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,Scotland,1988,.69
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,Northern Ireland,1988,.69
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",London,1988,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",South East,1988,16.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",South West,1988,16.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",East Anglia,1988,15
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",East Midlands,1988,11.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",West Midlands,1988,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",Yorkshire & Humber,1988,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",North West,1988,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",North,1988,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",Wales,1988,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",Scotland,1988,18.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",Northern Ireland,1988,18.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",London,1988,12.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",South East,1988,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",South West,1988,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",East Anglia,1988,12.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",East Midlands,1988,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",West Midlands,1988,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",Yorkshire & Humber,1988,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",North West,1988,13.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",North,1988,13.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",Wales,1988,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",Scotland,1988,14.95
WOMEN'S JUMPER,Presents,"Jumper, woman's",Northern Ireland,1988,12.99
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,London,1988,2.425082
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,South East,1988,2.1605277
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,South West,1988,2.4030359
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,East Anglia,1988,2.425082
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,East Midlands,1988,2.4691744
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,West Midlands,1988,2.5132668
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,Yorkshire & Humber,1988,2.1825738
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,North West,1988,2.425082
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,North,1988,2.3368971
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,Wales,1988,2.1825738
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,Scotland,1988,3.1966991
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,Northern Ireland,1988,4.5194707
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,London,1988,11.95
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,South East,1988,5.4899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,South West,1988,5.9499998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,East Anglia,1988,4.25
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,East Midlands,1988,11.49
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,West Midlands,1988,5.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,Yorkshire & Humber,1988,6.4899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,North West,1988,9.9499998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,North,1988,5.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,Wales,1988,4.25
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,Scotland,1988,4.4949999
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,Northern Ireland,1988,8.1000004
ORANGES-CLASS 1-EACH,Food,Oranges,London,1988,.16
ORANGES-CLASS 1-EACH,Food,Oranges,South East,1988,.16
ORANGES-CLASS 1-EACH,Food,Oranges,South West,1988,.16
ORANGES-CLASS 1-EACH,Food,Oranges,East Anglia,1988,.14
ORANGES-CLASS 1-EACH,Food,Oranges,East Midlands,1988,.15000001
ORANGES-CLASS 1-EACH,Food,Oranges,West Midlands,1988,.15000001
ORANGES-CLASS 1-EACH,Food,Oranges,Yorkshire & Humber,1988,.15000001
ORANGES-CLASS 1-EACH,Food,Oranges,North West,1988,.15000001
ORANGES-CLASS 1-EACH,Food,Oranges,North,1988,.18000001
ORANGES-CLASS 1-EACH,Food,Oranges,Wales,1988,.14
ORANGES-CLASS 1-EACH,Food,Oranges,Scotland,1988,.15000001
ORANGES-CLASS 1-EACH,Food,Oranges,Northern Ireland,1988,.2
VEGETABLE PICKLE 280-520G,Food,Pickle,London,1988,.55000001
VEGETABLE PICKLE 280-520G,Food,Pickle,South East,1988,.49000001
VEGETABLE PICKLE 280-520G,Food,Pickle,South West,1988,.49000001
VEGETABLE PICKLE 280-520G,Food,Pickle,East Anglia,1988,.49000001
VEGETABLE PICKLE 280-520G,Food,Pickle,East Midlands,1988,.49000001
VEGETABLE PICKLE 280-520G,Food,Pickle,West Midlands,1988,.49000001
VEGETABLE PICKLE 280-520G,Food,Pickle,Yorkshire & Humber,1988,.49000001
VEGETABLE PICKLE 280-520G,Food,Pickle,North West,1988,.47999999
VEGETABLE PICKLE 280-520G,Food,Pickle,North,1988,.49000001
VEGETABLE PICKLE 280-520G,Food,Pickle,Wales,1988,.49000001
VEGETABLE PICKLE 280-520G,Food,Pickle,Scotland,1988,.47
VEGETABLE PICKLE 280-520G,Food,Pickle,Northern Ireland,1988,.55000001
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,London,1988,3.5053458
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,South East,1988,3.0644217
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,South West,1988,3.2848837
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,East Anglia,1988,3.1746528
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,East Midlands,1988,3.086468
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,West Midlands,1988,3.1966991
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,Yorkshire & Humber,1988,3.0644217
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,North West,1988,3.1746528
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,North,1988,3.3069301
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,Wales,1988,3.2628376
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,Scotland,1988,3.7037616
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,Northern Ireland,1988,4.3982167
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,1988,3.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,1988,3.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,1988,4.3499999
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,1988,3.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,1988,3.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,1988,3.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,1988,2.5899999
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,1988,2.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,1988,2.45
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,1988,4.1900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,1988,4.1900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,1988,3.49
MEN'S SOCKS,Presents,"Socks, man's",London,1988,1.66
MEN'S SOCKS,Presents,"Socks, man's",South East,1988,1.99
MEN'S SOCKS,Presents,"Socks, man's",South West,1988,1.79
MEN'S SOCKS,Presents,"Socks, man's",East Anglia,1988,2.125
MEN'S SOCKS,Presents,"Socks, man's",East Midlands,1988,1.495
MEN'S SOCKS,Presents,"Socks, man's",West Midlands,1988,1.6900001
MEN'S SOCKS,Presents,"Socks, man's",Yorkshire & Humber,1988,2.25
MEN'S SOCKS,Presents,"Socks, man's",North West,1988,1.75
MEN'S SOCKS,Presents,"Socks, man's",North,1988,1.5
MEN'S SOCKS,Presents,"Socks, man's",Wales,1988,1.625
MEN'S SOCKS,Presents,"Socks, man's",Scotland,1988,2.2
MEN'S SOCKS,Presents,"Socks, man's",Northern Ireland,1988,2.29
DRAUGHT STOUT PER PINT,Drink,Stout,London,1988,1.16
DRAUGHT STOUT PER PINT,Drink,Stout,South East,1988,1.16
DRAUGHT STOUT PER PINT,Drink,Stout,South West,1988,1.12
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,1988,1.12
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,1988,1.0599999
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,1988,1.04
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,1988,1.0599999
DRAUGHT STOUT PER PINT,Drink,Stout,North West,1988,1.04
DRAUGHT STOUT PER PINT,Drink,Stout,North,1988,1.05
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,1988,1.02
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,1988,1.04
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,1988,1
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,London,1988,.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,South East,1988,.88999999
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,South West,1988,.82500005
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,East Anglia,1988,.94999999
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,East Midlands,1988,.79500002
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,West Midlands,1988,.87
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,Yorkshire & Humber,1988,.79000002
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,North West,1988,.94999999
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,North,1988,.85000002
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,Wales,1988,.85000002
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,Scotland,1988,1.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,Northern Ireland,1988,.99000001
WHISKY-70 CL BOTTLE,Drink,Whisky,London,1988,8.1899996
WHISKY-70 CL BOTTLE,Drink,Whisky,South East,1988,8.29
WHISKY-70 CL BOTTLE,Drink,Whisky,South West,1988,8.1700001
WHISKY-70 CL BOTTLE,Drink,Whisky,East Anglia,1988,8.29
WHISKY-70 CL BOTTLE,Drink,Whisky,East Midlands,1988,8.3900003
WHISKY-70 CL BOTTLE,Drink,Whisky,West Midlands,1988,8.29
WHISKY-70 CL BOTTLE,Drink,Whisky,Yorkshire & Humber,1988,7.9899998
WHISKY-70 CL BOTTLE,Drink,Whisky,North West,1988,8.1499996
WHISKY-70 CL BOTTLE,Drink,Whisky,North,1988,7.9899998
WHISKY-70 CL BOTTLE,Drink,Whisky,Wales,1988,7.5900002
WHISKY-70 CL BOTTLE,Drink,Whisky,Scotland,1988,8.125
WHISKY-70 CL BOTTLE,Drink,Whisky,Northern Ireland,1988,8.0900002
APPLES -COOKING-PER LB,Food,Apples,London,1989,.36000001
APPLES -COOKING-PER LB,Food,Apples,South East,1989,.36000001
APPLES -COOKING-PER LB,Food,Apples,South West,1989,.34999999
APPLES -COOKING-PER LB,Food,Apples,East Anglia,1989,.34
APPLES -COOKING-PER LB,Food,Apples,East Midlands,1989,.34999999
APPLES -COOKING-PER LB,Food,Apples,West Midlands,1989,.34999999
APPLES -COOKING-PER LB,Food,Apples,Yorkshire & Humber,1989,.38
APPLES -COOKING-PER LB,Food,Apples,North West,1989,.36000001
APPLES -COOKING-PER LB,Food,Apples,North,1989,.30000001
APPLES -COOKING-PER LB,Food,Apples,Wales,1989,.36000001
APPLES -COOKING-PER LB,Food,Apples,Scotland,1989,.34
APPLES -COOKING-PER LB,Food,Apples,Northern Ireland,1989,.25
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,London,1989,5.65485
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,South East,1989,5.533596
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,South West,1989,5.7320118
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,East Anglia,1989,6.0186129
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,East Midlands,1989,6.2611208
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,West Midlands,1989,5.9524741
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,Yorkshire & Humber,1989,5.8201971
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,North West,1989,5.776104
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,North,1989,5.9414511
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,Wales,1989,5.9414511
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,Scotland,1989,6.1067972
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,Northern Ireland,1989,6.172936
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,1989,1.1
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,1989,1.0599999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,1989,1
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,1989,1
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,1989,.95999998
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,1989,.88999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,1989,.91000003
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,1989,.88
