description,type,name,year,region_s,price
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1988,Northern Ireland,6.6599998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,London,19.970001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,South East,27
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,South West,22.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,East Anglia,34.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,East Midlands,20
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,West Midlands,22.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,Yorkshire & Humber,25
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,North West,27.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,North,34.950001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,Wales,20
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,Scotland,22.9
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1988,Northern Ireland,11.5
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,London,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,South East,16.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,South West,16.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,East Anglia,15
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,East Midlands,11.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,West Midlands,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,Yorkshire & Humber,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,North West,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,North,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,Wales,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,Scotland,18.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1988,Northern Ireland,18.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,London,12.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,South East,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,South West,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,East Anglia,12.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,East Midlands,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,West Midlands,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,Yorkshire & Humber,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,North West,13.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,North,13.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,Wales,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,Scotland,14.95
WOMEN'S JUMPER,Presents,"Jumper, woman's",1988,Northern Ireland,12.99
MEN'S SOCKS,Presents,"Socks, man's",1988,London,1.66
MEN'S SOCKS,Presents,"Socks, man's",1988,South East,1.99
MEN'S SOCKS,Presents,"Socks, man's",1988,South West,1.79
MEN'S SOCKS,Presents,"Socks, man's",1988,East Anglia,2.125
MEN'S SOCKS,Presents,"Socks, man's",1988,East Midlands,1.495
MEN'S SOCKS,Presents,"Socks, man's",1988,West Midlands,1.6900001
MEN'S SOCKS,Presents,"Socks, man's",1988,Yorkshire & Humber,2.25
MEN'S SOCKS,Presents,"Socks, man's",1988,North West,1.75
MEN'S SOCKS,Presents,"Socks, man's",1988,North,1.5
MEN'S SOCKS,Presents,"Socks, man's",1988,Wales,1.625
MEN'S SOCKS,Presents,"Socks, man's",1988,Scotland,2.2
MEN'S SOCKS,Presents,"Socks, man's",1988,Northern Ireland,2.29
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,London,1.1900001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,South East,1.25
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,South West,1.13
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,East Anglia,1.1900001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,East Midlands,1.26
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,West Midlands,1.14
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,Yorkshire & Humber,1.255
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,North West,1.23
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,North,1.25
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,Wales,1.275
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,Scotland,1.2
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1989,Northern Ireland,1.29
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,London,6.3249998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,South East,6.5500002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,South West,6.4000001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,East Anglia,6.6999998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,East Midlands,5.1999998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,West Midlands,4.9899998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,Yorkshire & Humber,5.1549997
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,North West,5.4700003
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,North,5.25
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,Wales,5.8000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,Scotland,5.4499998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1989,Northern Ireland,6.6700001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,London,16.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,South East,22.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,South West,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,East Anglia,34.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,East Midlands,19.75
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,West Midlands,26.799999
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,Yorkshire & Humber,25
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,North West,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,North,34.950001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,Wales,22.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,Scotland,21.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1989,Northern Ireland,9.5500002
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,London,17.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,South East,12.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,South West,12.969999
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,East Anglia,15.5
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,East Midlands,12.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,West Midlands,15.95
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,Yorkshire & Humber,9.9899998
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,North West,15.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,North,7.9899998
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,Wales,13.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,Scotland,10.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1989,Northern Ireland,16.950001
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,London,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,South East,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,South West,16.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,East Anglia,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,East Midlands,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,West Midlands,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,Yorkshire & Humber,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,North West,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,North,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,Wales,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,Scotland,17.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1989,Northern Ireland,19.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,London,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,South East,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,South West,15.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,East Anglia,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,East Midlands,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,West Midlands,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,Yorkshire & Humber,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,North West,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,North,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,Wales,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,Scotland,15.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1989,Northern Ireland,15.99
MEN'S SOCKS,Presents,"Socks, man's",1989,London,2.25
MEN'S SOCKS,Presents,"Socks, man's",1989,South East,2.25
MEN'S SOCKS,Presents,"Socks, man's",1989,South West,2.25
MEN'S SOCKS,Presents,"Socks, man's",1989,East Anglia,2.75
MEN'S SOCKS,Presents,"Socks, man's",1989,East Midlands,1.99
MEN'S SOCKS,Presents,"Socks, man's",1989,West Midlands,1.99
MEN'S SOCKS,Presents,"Socks, man's",1989,Yorkshire & Humber,2.5
MEN'S SOCKS,Presents,"Socks, man's",1989,North West,1.99
MEN'S SOCKS,Presents,"Socks, man's",1989,North,1.75
MEN'S SOCKS,Presents,"Socks, man's",1989,Wales,1.99
MEN'S SOCKS,Presents,"Socks, man's",1989,Scotland,2.95
MEN'S SOCKS,Presents,"Socks, man's",1989,Northern Ireland,2.5
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,London,1.26
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,South East,1.35
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,South West,1.26
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,East Anglia,1.3
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,East Midlands,1.3
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,West Midlands,1.25
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,Yorkshire & Humber,1.35
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,North West,1.29
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,North,1.29
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,Wales,1.35
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,Scotland,1.28
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1990,Northern Ireland,1.4
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,London,6.6500001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,South East,6.8499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,South West,6.46
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,East Anglia,6.8499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,East Midlands,5.3499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,West Midlands,5.3000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,Yorkshire & Humber,5.25
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,North West,5.6999998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,North,5.0999999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,Wales,5.9499998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,Scotland,5.6500001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1990,Northern Ireland,6.8000002
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,London,18
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,South East,19.75
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,South West,29.950001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,East Anglia,32.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,East Midlands,19.75
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,West Midlands,26.389999
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,Yorkshire & Humber,30
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,North West,25
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,North,19.75
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,Wales,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,Scotland,27
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1990,Northern Ireland,9.5500002
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,London,17.49
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,South East,12.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,South West,13.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,East Anglia,14.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,East Midlands,18.470001
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,West Midlands,16.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,Yorkshire & Humber,12.49
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,North West,18.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,North,11.5
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,Wales,17.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,Scotland,11.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1990,Northern Ireland,12.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,London,17.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,South East,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,South West,18.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,East Anglia,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,East Midlands,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,West Midlands,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,Yorkshire & Humber,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,North West,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,North,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,Wales,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,Scotland,18.5
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1990,Northern Ireland,19.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,London,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,South East,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,South West,17.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,East Anglia,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,East Midlands,15.95
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,West Midlands,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,Yorkshire & Humber,15.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,North West,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,North,15.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,Wales,16.950001
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,Scotland,15.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1990,Northern Ireland,14.99
MEN'S SOCKS,Presents,"Socks, man's",1990,London,1.99
MEN'S SOCKS,Presents,"Socks, man's",1990,South East,2.25
MEN'S SOCKS,Presents,"Socks, man's",1990,South West,2.5
MEN'S SOCKS,Presents,"Socks, man's",1990,East Anglia,2.75
MEN'S SOCKS,Presents,"Socks, man's",1990,East Midlands,2.5
MEN'S SOCKS,Presents,"Socks, man's",1990,West Midlands,1.99
MEN'S SOCKS,Presents,"Socks, man's",1990,Yorkshire & Humber,1.99
MEN'S SOCKS,Presents,"Socks, man's",1990,North West,1.99
MEN'S SOCKS,Presents,"Socks, man's",1990,North,1.99
MEN'S SOCKS,Presents,"Socks, man's",1990,Wales,1.99
MEN'S SOCKS,Presents,"Socks, man's",1990,Scotland,2.5
MEN'S SOCKS,Presents,"Socks, man's",1990,Northern Ireland,2.5
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,London,1.46
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,South East,1.46
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,South West,1.46
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,East Anglia,1.41
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,East Midlands,1.42
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,West Midlands,1.41
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,Yorkshire & Humber,1.41
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,North West,1.4
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,North,1.41
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,Wales,1.53
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,Scotland,1.42
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1991,Northern Ireland,1.46
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,London,8.1499996
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,South East,7.3499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,South West,6.5999999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,East Anglia,7.1499996
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,East Midlands,5.6999998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,West Midlands,5.6999998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,Yorkshire & Humber,5.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,North West,6.1099997
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,North,5.3499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,Wales,6
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,Scotland,5.75
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1991,Northern Ireland,7
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,London,19.950001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,South East,19.950001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,South West,29.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,East Anglia,30
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,East Midlands,19.950001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,West Midlands,23.625
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,Yorkshire & Humber,39.724998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,North West,22.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,North,25.620001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,Wales,19.950001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,Scotland,24
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1991,Northern Ireland,10.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,London,19.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,South East,17.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,South West,19.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,East Anglia,14.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,East Midlands,14.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,West Midlands,14.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,Yorkshire & Humber,12.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,North West,18.689999
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,North,19.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,Wales,16.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,Scotland,14.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1991,Northern Ireland,12.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,London,17.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,South East,17.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,South West,19.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,East Anglia,17.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,East Midlands,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,West Midlands,19.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,Yorkshire & Humber,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,North West,15.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,North,15.9
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,Wales,14.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,Scotland,17.99
MEN'S JUMPER-KNITTED,Presents,"Jumper, man's",1991,Northern Ireland,24.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,London,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,South East,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,South West,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,East Anglia,14.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,East Midlands,15.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,West Midlands,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,Yorkshire & Humber,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,North West,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,North,18.24
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,Wales,17.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,Scotland,16.99
WOMEN'S JUMPER,Presents,"Jumper, woman's",1991,Northern Ireland,18.975
MEN'S SOCKS,Presents,"Socks, man's",1991,London,2.75
MEN'S SOCKS,Presents,"Socks, man's",1991,South East,2.45
MEN'S SOCKS,Presents,"Socks, man's",1991,South West,2.75
MEN'S SOCKS,Presents,"Socks, man's",1991,East Anglia,2.8499999
MEN'S SOCKS,Presents,"Socks, man's",1991,East Midlands,1.99
MEN'S SOCKS,Presents,"Socks, man's",1991,West Midlands,1.99
MEN'S SOCKS,Presents,"Socks, man's",1991,Yorkshire & Humber,2.2150002
MEN'S SOCKS,Presents,"Socks, man's",1991,North West,2.25
MEN'S SOCKS,Presents,"Socks, man's",1991,North,2.3499999
MEN'S SOCKS,Presents,"Socks, man's",1991,Wales,1.99
MEN'S SOCKS,Presents,"Socks, man's",1991,Scotland,2.5
MEN'S SOCKS,Presents,"Socks, man's",1991,Northern Ireland,2.99
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,London,1.64
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,South East,1.64
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,South West,1.64
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,East Anglia,1.55
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,East Midlands,1.55
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,West Midlands,1.53
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,Yorkshire & Humber,1.52
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,North West,1.53
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,North,1.53
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,Wales,1.64
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,Scotland,1.55
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1992,Northern Ireland,1.6
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1992,London,8.4499998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1992,South East,7.46
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1992,South West,6.8000002
