number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
12,2-3,2-4,1,2-3,2-3,3-4,1,1,3-4,2-3,3-4,2,3,2,4,1,,2,3,2,3,3,4,1,,1,,3,4,2,3,3,4,1.5, 2 Mar 2021
13,2-3,2-3,1,2-3,2-3,3-4,1,1,2-4,2-3,2-4,2,3,2,3,1,,2,3,2,3,3,4,1,,1,,2,4,2,3,2,4,1.625, 2 Mar 2021
14,2-3,2-3,1,2,2-3,3-4,1,0-1,2-3,2-3,2-3,2,3,2,3,1,,2,,2,3,3,4,1,,0,1,2,3,2,3,2,3,1.75, 2 Mar 2021
15,2-3,2-3,1,1-2,2,3-4,1,0-1,2-3,2-3,2-3,2,3,2,3,1,,1,2,2,,3,4,1,,0,1,2,3,2,3,2,3,1.875, 2 Mar 2021
16,2-3,2-3,1,1-2,1-2,3-4,1,0-1,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,0,1,2,3,2,3,2,3,2, 2 Mar 2021
17,2-3,2-3,1,1-2,1-2,3-4,1,1,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,1,,2,3,2,3,2,3,2.125, 2 Mar 2021
18,2-3,2-3,1,1-2,1-2,2-4,1,1,2-3,2,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,1,,2,3,2,,2,3,2.25, 2 Mar 2021
19,2-3,2-3,1,1-2,1-2,2-4,1,1,2-3,1-2,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,1,,2,3,1,2,2,3,2.375, 2 Mar 2021
20,2-3,2-3,1,1-2,1-2,2-4,1,1-2,2-3,1-2,2,2,3,2,3,1,,1,2,1,2,2,4,1,,1,2,2,3,1,2,2,,2.5, 2 Mar 2021
21,2-3,2-3,1,1-2,1-2,2-3,1,1,2,1-2,1-2,2,3,2,3,1,,1,2,1,2,2,3,1,,1,,2,,1,2,1,2,2.625, 2 Mar 2021
22,2,2,1,1-2,1-2,2-3,1,1,1-2,1-2,1-2,2,,2,,1,,1,2,1,2,2,3,1,,1,,1,2,1,2,1,2,2.75, 2 Mar 2021
23,1-2,1-2,0-1,1-2,1-2,2-3,0-1,1,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,2,2,3,0,1,1,,1,2,1,2,1,2,2.875, 2 Mar 2021
24,1-2,1-2,0-1,1-2,1,2-3,1,1,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,,2,3,1,,1,,1,2,1,2,1,2,3, 2 Mar 2021
25,1-2,1-2,0-1,1,1,2,0-1,0-1,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,,0,1,0,1,1,2,1,2,1,2,3.125, 2 Mar 2021
26,1-2,1-2,0-1,1-2,1,2-3,0-1,1,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,,2,3,0,1,1,,1,2,1,2,1,2,3.25, 2 Mar 2021
27,1-2,1-2,0-1,2,1-2,2-3,0-1,0-1,2-3,2-3,2-3,1,2,1,2,0,1,2,,1,2,2,3,0,1,0,1,2,3,2,3,2,3,3.375, 2 Mar 2021
28,2-3,2-3,0-1,2-3,2-3,2-4,0-1,,2-3,2-4,2-3,2,3,2,3,0,1,2,3,2,3,2,4,0,1,,,2,3,2,4,2,3,3.5, 2 Mar 2021
29,2-3,2-3,1,2-3,2-3,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,4,1,,,,2,3,2,3,2,3,3.625, 2 Mar 2021
30,2-3,2-3,1,2-3,2-3,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,4,1,,,,2,3,2,3,2,3,3.75, 2 Mar 2021
31,2-3,2-3,1,2-3,2-3,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,,,2,3,2,3,2,3,3.875, 2 Mar 2021
32,2-3,2-3,1,2-3,2-3,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,,,2,3,2,3,2,3,4, 2 Mar 2021
33,2-3,2-3,1,2-3,2-3,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,,,2,3,2,3,2,3,4.125, 2 Mar 2021
34,2-3,2-3,1,2-3,2-3,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,,,2,3,2,3,2,3,4.25, 2 Mar 2021
35,2-3,2-3,1,2-3,2-3,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,,,2,3,2,3,2,3,4.375, 2 Mar 2021
36,2-3,2-3,1,2,2-3,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,,2,3,3,4,1,,,,2,3,2,3,2,3,4.5, 2 Mar 2021
37,2,2-3,1,1-2,2-3,3-5,1,,2-3,2-3,2-3,2,,2,3,1,,1,2,2,3,3,5,1,,,,2,3,2,3,2,3,4.625, 2 Mar 2021
38,2-3,2-3,1,1-2,2-3,4-6,1,,2-3,2-3,2-4,2,3,2,3,1,,1,2,2,3,4,6,1,,,,2,3,2,3,2,4,4.75, 2 Mar 2021
39,2-3,2-4,1,1-2,2-3,4-6,1,,2-4,2-4,3-4,2,3,2,4,1,,1,2,2,3,4,6,1,,,,2,4,2,4,3,4,4.875, 2 Mar 2021
40,2-3,2-4,1,2,2-3,4-6,1,,3-4,2-4,3-4,2,3,2,4,1,,2,,2,3,4,6,1,,,,3,4,2,4,3,4,5, 2 Mar 2021
41,2-3,3-4,1,2-3,2-3,4-7,1,,3-4,2-4,3-4,2,3,3,4,1,,2,3,2,3,4,7,1,,,,3,4,2,4,3,4,5.125, 2 Mar 2021
42,2-3,3-4,1,2-3,2-3,4-7,1,,3-4,2-4,3-4,2,3,3,4,1,,2,3,2,3,4,7,1,,,,3,4,2,4,3,4,5.25, 2 Mar 2021
43,2-3,3-4,1,2,2-3,4-7,1,,3-5,3-4,3-5,2,3,3,4,1,,2,,2,3,4,7,1,,,,3,5,3,4,3,5,5.375, 2 Mar 2021
44,3-4,3-5,1,2-3,2-3,4-7,1,,3-5,3-4,3-5,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,5,3,4,3,5,5.5, 2 Mar 2021
45,3-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,5.625, 2 Mar 2021
46,2-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,5.75, 2 Mar 2021
47,2-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,5.875, 2 Mar 2021
48,2-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,6, 2 Mar 2021
49,2-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,6.125, 2 Mar 2021
50,2-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,6.25, 2 Mar 2021
51,3-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,6.375, 2 Mar 2021
52,3-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,6.5, 2 Mar 2021
53,2-4,3-4,1,2-3,2-3,4-6,1,,3-4,3-4,3-5,2,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,3,4,3,5,6.625, 2 Mar 2021
54,2-4,3-4,1,2-3,2,3-5,1,,4-5,3-5,4-6,2,4,3,4,1,,2,3,2,,3,5,1,,,,4,5,3,5,4,6,6.75, 2 Mar 2021
55,4-6,2-4,1,2-3,1-2,3-5,1,,4-6,3-4,3-4,4,6,2,4,1,,2,3,1,2,3,5,1,,,,4,6,3,4,3,4,6.875, 2 Mar 2021
56,3-5,3-4,1-2,3-4,2,5-7,1,,3-5,3-5,3-5,3,5,3,4,1,2,3,4,2,,5,7,1,,,,3,5,3,5,3,5,7, 2 Mar 2021
